,hard_text,profession,gender,id
97,"A few years back, April met Andy Keith, a former Lutsen resident who now lives in Mexico. Many years ago, Andy and Herb Wills, also from Lutsen, canoed from Sawbill Lake to Hudson Bay over the course of several months. April was intrigued by Andy and Herb's adventure and is planning to canoe the same route this summer. She will start the trip alone, but is scheduled to join a group once she reaches the big Canadian rivers in order to be safer in the big rapids there. She was planning to embark on May 8, but will be delayed a few days by the late spring ice.",nurse,F,97
98,"Ms. Bowen practices medicine in Oak Lawn, IL and specializes in Pediatrics. Ms. Bowen is affiliated with Little Company Of Mary Hospital and Advocate Christ Medical Center.",physician,F,98
99,"Damien Khu practices at Noble Dental Surgery in Yishun, Singapore. He completed BDS from National University of Singapore, Singapore in 2006. Some of the services provided by the doctor are: Dental Fillings,Impaction / Impacted Tooth Extraction,Teeth Whitening,Crowns and Bridges Fixing and Dental Implant Fixing etc.",dentist,M,99
100,"He received the M.S. degree in engineering (2001-2003) from Sichuan University, Chengdu, China. Since 2003, he has been an Associate Professor in computer science in Huaqiao University. His research interests are image processing, pattern recognition, computer vision, intelligent computing, and medical image analysis.",professor,M,100
101,"Ms. Alencar practices medicine in Dallas, TX and specializes in Congenital Cardiac Surgery (Thoracic Surgery). Ms. Alencar is affiliated with Childrens Medical Center, Baylor University Medical Center, Parkland Memorial Hospital and Dallas VA Medical Center. Ms. Alencar speaks English and Spanish.",physician,F,101
102,"She received her Ph.D. in Psychology from the University of California, Los Angeles. Her teaching and research interests include multimedia learning, metacognition, and the educational applications of cognitive psychology.",professor,F,102
103,"Originally from Canada, Helen practices in Adelaide, South Australia. Helen was educated in four countries, travelled extensively and has a working knowledge of French and Spanish, in addition to English. She has worked as a psychologist and educationalist in American, Canadian and Australian school systems.",psychologist,F,103
104,"She studied at Whittier College earning her B.A. and went on to earn her Juris Doctor at Chapman Law School. She has worked for Legal Aid in Downtown Los Angeles advocating for those denied welfare benefits and then worked in the Norwalk Court House in Norwalk, CA assisting low-income individuals with family law cases.",attorney,F,104
105,"As a researcher and scientist, he has experience in both laboratory and clinical research, and has worked in conjunction with the Sydney Cancer Centre and the Garvan Institute. With a research interest that focuses on specific types of breast cancer that harbour poor prognosis, Associate Professor Sanjay Warrier's collaborative work will be instrumental in improving the survival rate of patient's in this group.",surgeon,M,105
106,"His poetry has been published in Civilized Beasts II and III, as well as both the first and second [adjective][species] Poetry Collections. He’s also the founder of the FurAffinity poetry group known as PoeticFurs, and the current Editor-in-Chief for Civilized Beasts IV by Weasel Press.",poet,M,106
107,"She has more than 13 years experience in the field of General Surgery. Dr. Sapna general surgeon completed her MBBS from the Kempegowda Institute of Medical Sciences (KIMS), Bangalore in 2005. Thereafter, she completed her MS – General Surgery from B M Patil Medical College Bilaspur in 2011.",surgeon,F,107
108,"Dr. Ghandour is the principal investigator of several internationally and nationally funded grants to examine the epidemiology of youth alcohol and nonmedical use of psychoactive prescription drugs; youth pathological gambling; youth sexual practices; and mental health disorders among children and adolescents. She is also an active member of various professional associations including Society for Epidemiological Research (SER), The College on Problems of Drug Dependence (CPDD), American Public Health Association (APHA), Lebanese Epidemiological Association (LEA), International Epidemiological Association (IEA), among others.",professor,F,108
109,"She taught at numerous institutions before joining the AUM faculty, including the University of Alabama at Birmingham, Jefferson State Community College, Miles College and Stillman College. Funches received her Ph.D. from the University of Alabama. She received her M.B.A. from the University of Alabama at Birmingham in Marketing and her B.S.M. in Marketing from Tulane University in New Orleans. Her work experience includes several sales and marketing positions with companies such as Philip Morris USA, Prudential, SouthTrust and Nationwide Financial. Her teaching interests are focused on personal selling, principles of marketing, new product development and retailing. EducationB.S., Tulane University",professor,F,109
110,"He is professionally affiliated with South Florida Baptist Hospital, BayCare Physician Partners, and St. Joseph's Hospital - North. He is an in-network provider for Blue Cross Blue Shield EPO, Blue Cross Blue Shield Bronze, Blue Cross Blue Shield HMO, and more. Dr. Crescentini studied medicine at Florida State University College of Medicine. For his residency, Dr. Crescentini trained at a hospital affiliated with the University of Alabama.",physician,M,110
